I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum
22,185,4,20,28859.15,33329,4,6,0,60608,508,13
184,178,0,0,176917.12,37893,3,2,3,60606,431,13
188,169,0,0,3010.02,24368,11,2,2,60604,7,90
184,178,0,0,43321.73,18638,3,2,5,60610,339,63
11,181,19,113,67465.69,33454,11,12,1,21275,824,12
188,189,0,0,32009.16,24382,11,2,2,60012,7,90
250,165,0,0,10114.3,31199,4,6,0,60640,937,12
11,181,42,346,2096.24,63664,43,12,1,55044,673,12
11,171,29,782,64018.65,18086,10,16,1,33178,507,65
11,181,87,603,454.8,28295,7,12,1,60628,538,10
11,171,29,505,4096.2,20155,10,16,1,60131,645,66
11,181,41,928,1245,32560,0,0,0,60000,157,12
154,175,0,0,9484,47754,9,15,1,60501,476,13
11,171,27,292,1031.08,29709,12,5,1,60176,822,11
250,165,0,0,178143.77,33371,4,6,0,60612,508,13
11,171,68,873,1339.47,28775,0,0,0,60000,144,10
22,175,1,329,1655.54,44016,4,6,1,60608,796,25
106,171,0,0,8572.52,19393,15,41,3,60197,798,37
11,181,15,777,3123.18,29859,3,12,1,60628,818,10
11,181,85,542,155.23,33233,0,0,0,60000,300,10
11,171,300,645,22840.93,30930,2,26,3,60630,811,11
11,171,18,363,6237.35,33717,0,0,0,60000,479,12
184,178,0,0,2313.59,30023,3,1,1,60639,60,12
22,185,0,902,165468.09,28488,4,6,0,60622,850,11
11,171,91,609,36075,29140,11,12,1,49727,594,11
241,174,0,0,8485.68,33752,0,6,0,60612,149,14
22,187,0,488,2083.34,51155,27,6,3,60640,171,12
22,185,4,347,5183.34,33347,4,6,0,60651,508,13
11,171,31,308,1063.46,33233,0,0,0,60000,300,10
11,171,389,311,3257.2,27870,2,26,3,60631,334,10
22,185,400,474,859.62,50112,9,6,3,60629,87,90
11,171,15,607,512.16,33233,0,0,0,60000,300,10
22,185,7,830,6652.83,67386,4,6,1,60640,857,59
250,165,0,0,11598.11,31305,4,6,0,60621,940,12
241,174,0,0,3290.86,33690,16,6,0,60601,64,14
184,188,0,0,43168.4,32256,3,2,2,60018,494,11
11,161,92,217,3157.35,19835,12,5,1,60563,617,66
22,184,101,213,3538.52,32889,0,6,0,60614,345,13
131,173,0,0,1900,32230,29,5,1,60654,459,12
11,171,303,275,27952,44827,2,3,1,60007,582,13
184,178,0,0,3631.86,30014,3,1,1,60106,59,12
250,175,0,0,3733.62,43867,4,6,1,60616,796,25
250,175,0,0,1170.28,49415,4,6,0,60618,729,12
22,175,6,702,72930,33329,4,6,0,60608,508,13
250,175,0,0,2821.57,43655,4,6,0,60604,53,30
22,174,800,23,10125,50111,36,6,0,60646,610,33
22,174,101,12,3039.33,33547,16,6,0,60616,789,13
22,175,400,291,8926.22,50330,9,6,3,60622,496,11
188,169,0,0,35605.36,24361,11,2,2,53214,7,90
250,175,0,0,9414.68,33826,4,6,0,60640,510,13
250,175,0,0,3689.99,31460,4,6,0,60602,942,12
11,171,302,928,1011.75,33232,0,0,0,60000,508,10
11,181,29,119,8340.49,21859,10,16,1,60636,645,66
188,189,0,0,6357.48,19393,15,41,3,60197,798,37
11,171,21,418,42234.85,24932,3,5,1,60101,364,73
22,175,3,489,20972.38,31453,4,6,0,60603,729,12
185,179,0,0,97.29,20074,2,27,5,60601,158,21
250,175,0,0,1330.88,44051,4,6,0,60610,53,30
11,171,88,328,41045.8,30271,2,26,5,60631,377,11
154,175,0,0,21693,47754,9,15,1,60501,476,13
11,181,87,310,199.74,33233,0,0,0,60000,300,10
11,171,30,508,3128.14,32556,3,5,1,60203,16,12
11,171,15,490,6160.65,24932,3,5,1,60101,364,73
11,171,16,375,134.95,33233,0,0,0,60000,300,10
167,187,0,0,35750,34452,1,23,2,60631,245,13
250,175,0,0,2345.36,31348,4,6,0,60647,941,12
11,161,26,958,77243.1,34001,0,0,0,60000,71,12
11,171,17,300,725000,30993,9,7,0,60601,862,12
11,171,88,182,570.07,33233,0,0,0,60000,300,10
11,171,94,133,83800.44,24512,11,12,1,60120,472,84
250,165,0,0,631.12,31351,4,6,0,60659,940,12
11,171,32,170,2492,24845,6,5,1,60428,439,84
11,171,43,79,7400,70384,6,7,0,60616,804,64
250,165,0,0,2694.36,33336,4,6,0,60608,509,13
131,183,0,0,812.56,30525,0,0,0,60000,834,11
250,145,0,0,29651.43,28852,4,6,3,60622,16,12
250,175,0,0,1671.58,31218,4,6,0,60626,938,12
241,174,0,0,12799.21,31705,16,6,0,60640,990,12
11,181,29,841,103.16,30586,14,12,1,60477,994,11
241,164,0,0,11630.89,36728,0,6,0,60612,888,17
11,171,41,830,1500,63410,6,7,0,60604,352,53
188,179,0,0,1763.69,19348,11,2,3,60606,701,67
11,181,17,281,15331.95,24932,3,5,1,60101,364,73
11,171,27,551,42345.68,18085,10,16,1,33178,138,61
11,181,301,458,626.7,28295,7,12,1,60628,538,10
22,185,4,670,8301.22,63444,4,6,0,60640,388,53
11,181,19,47,910.5,41933,12,12,1,60090,946,12
185,189,0,0,704500,52437,13,4,0,60661,903,12
11,181,87,402,28.95,33233,0,0,0,60000,300,10
11,171,16,584,100000,3718,23,7,0,60605,736,17
11,181,27,775,165,33233,0,0,0,60000,300,10
22,175,3,350,17986.73,58785,4,6,0,60626,626,46
250,165,0,0,2736.85,31209,4,6,3,60607,937,12
250,145,0,0,7584,27129,4,6,0,60612,248,11
11,181,302,8,7916.75,26652,2,26,5,60611,805,98
11,171,68,892,35000,27765,0,0,0,60000,939,10
11,171,300,799,1501,35679,2,22,1,60617,145,13
11,171,389,972,32767.36,27870,2,26,3,60631,334,10
11,171,87,267,184.88,28296,7,12,1,11747,538,10
11,161,26,891,11934.03,12687,12,5,1,60616,767,37
22,185,8,80,3920.99,68133,4,6,1,60608,857,59
11,171,93,832,3400,28161,18,7,0,60603,715,11
106,171,0,0,3250.07,20293,0,0,0,60000,285,62
22,174,101,721,7209.69,31703,0,6,0,60612,990,12
11,171,42,878,103.84,33233,0,0,0,60000,300,10
11,171,28,700,2539.76,32909,12,5,1,60004,438,12
11,181,27,686,949.4,17739,10,16,1,60137,126,61
11,171,15,800,11100,28466,0,0,0,60000,298,10
11,181,27,815,30.38,30871,11,12,1,60639,882,11
22,185,6,786,15536.34,67631,4,6,0,60624,169,60
11,171,31,614,669.15,20336,10,16,1,60636,645,66
188,189,0,0,723992.06,33926,11,1,1,60106,45,13
154,175,0,0,379,46305,9,40,1,60501,476,13
250,175,0,0,181851.02,33343,4,6,0,60616,508,13
11,161,85,264,1299,28996,7,3,1,16803,260,11
188,189,0,0,23120.66,58087,11,2,5,80021,942,69
250,175,0,0,8971.21,31466,4,6,0,60608,946,12
11,171,16,108,12962.62,30280,3,5,1,60628,454,10
11,171,27,841,41063.35,26941,12,5,6,53212,413,94
11,171,17,182,1714.02,32983,11,12,1,60604,671,12
11,171,90,270,4531.8,30301,0,0,0,60000,834,11
11,171,16,144,39834.76,29440,11,12,1,77098,478,11
188,179,0,0,93534.42,24393,11,2,2,60611,7,90
11,181,20,508,12.06,33233,0,0,0,60000,300,10
188,189,0,0,129894.34,24367,11,2,2,60517,7,90
11,171,20,132,2432.91,19651,12,5,1,60612,930,59
250,175,0,0,3526.31,31432,4,6,0,60608,940,12
11,171,92,157,196,26775,12,5,1,60155,581,10
11,171,302,142,38888.89,28297,2,26,3,60000,924,99
11,181,16,261,701.1,28295,7,12,1,60628,538,10
11,181,19,465,66434.72,31860,11,12,1,60000,353,12
250,175,0,0,3970.84,34973,4,6,0,60615,996,15
250,175,0,0,12699.9,33352,4,6,0,60630,509,13
11,171,93,348,2291.59,40336,19,12,1,60477,312,13
11,161,85,502,1900.29,28296,7,12,1,11747,538,10
241,164,0,0,511.61,33743,16,6,0,60607,145,14
11,171,301,883,1680,47594,2,3,1,60630,282,13
22,175,1,194,1381.05,33014,4,6,0,60661,937,12
158,186,0,0,525.92,14026,0,0,0,60000,797,47
11,181,17,934,12359.48,24512,11,12,1,60120,472,84
250,165,0,0,4902.58,28405,4,6,0,60618,850,11
123,172,0,0,4000,61988,6,7,0,60608,445,51
11,181,15,840,2882.88,12687,12,5,1,60616,767,37
22,185,3,951,19274.72,33587,4,6,0,60603,510,13
22,175,1,899,25977.24,43886,4,6,0,60607,912,30
131,173,0,0,443,30297,0,0,0,60000,834,11
11,181,0,785,365,24835,2,5,1,46406,957,79
22,185,5,884,14036.27,58809,4,6,0,60616,761,45
22,184,101,590,12228.17,31698,16,6,0,60628,989,12
22,175,6,247,25909.63,31433,4,6,0,60604,729,12
250,175,0,0,5500,33024,4,6,0,60661,967,12
158,176,0,0,400.18,14026,0,0,0,60000,797,47
138,174,0,0,1125,29554,12,2,2,60540,56,11
22,185,4,946,16852.19,33345,4,6,0,60626,508,13
22,185,3,13,9176.22,67648,4,6,0,60628,169,60
184,168,0,0,51077.34,28955,3,8,1,60106,614,11
11,181,85,156,62.54,33233,0,0,0,60000,300,10
11,171,94,14,805.85,34429,7,5,1,60428,926,12
11,171,18,128,1569.6,30986,17,12,1,60177,444,12
154,175,0,0,775,46305,9,40,1,60501,476,13
123,172,0,0,4000,61800,6,7,0,60640,164,51
11,171,91,87,144.84,33233,0,0,0,60000,300,10
241,174,0,0,4735.85,33733,16,6,0,60613,139,14
188,179,0,0,1848667.69,38150,11,1,1,60623,456,13
11,161,85,522,120640,31581,2,7,0,75320,959,12
185,189,0,0,572823.65,57353,13,4,1,60656,363,33
11,181,15,680,1316.75,31949,17,5,1,60611,36,12
11,171,70,251,10747.16,28775,0,0,0,60000,144,10
184,168,0,0,73240.07,24608,3,2,3,60689,0,0
11,171,31,730,320,24845,6,5,1,60428,439,84
250,175,0,0,16180.21,33331,4,6,0,60616,508,13
11,171,20,16,2713.62,38921,11,12,1,60000,948,12
106,171,0,0,8524.36,20293,0,0,0,60000,285,62
22,175,4,482,57822.28,33334,4,6,0,60615,509,13
250,175,0,0,9602.01,31804,4,6,0,60612,728,12
11,171,87,254,26.71,32528,17,12,1,60696,654,12
241,174,0,0,1012.28,33545,16,6,0,60622,784,13
11,181,43,55,3975,24835,2,5,1,46406,957,79
138,174,0,0,3397.84,29707,12,7,0,60693,257,12
22,175,4,446,27427.6,31495,4,6,0,60609,953,12
106,181,0,0,211,19393,15,41,3,60197,798,37
11,181,42,252,2272.87,28775,0,0,0,60000,144,10
241,164,0,0,16063.77,33690,16,6,0,60601,64,14
11,181,27,327,22593.47,20337,10,16,1,60609,645,66
167,187,0,0,13275,57602,1,23,2,60655,245,13
11,171,29,406,2717.86,32564,19,5,1,60803,16,12
11,181,27,927,233.6,26158,12,5,1,60661,394,83
11,171,86,516,438.6,32528,17,12,1,60696,654,12
11,161,25,203,52296.35,40769,7,12,1,60606,416,13
11,161,18,437,2957.2,24027,10,5,1,60609,610,86
11,171,43,318,41293.38,25098,2,26,5,60680,996,89
11,171,68,523,99.87,33233,0,0,0,60000,300,10
22,185,0,962,6285.49,67707,4,6,0,60657,169,60
11,171,90,315,17511.5,63165,16,7,0,60132,19,53
11,181,41,773,4605.5,15451,3,12,0,60803,958,39
11,171,303,400,43896.91,25098,2,26,5,60680,996,89
11,181,27,76,354.85,33461,12,5,1,60614,447,12
250,175,0,0,66005.74,33329,4,6,0,60608,508,13
11,171,18,970,3058.28,38921,11,12,1,60000,948,12
22,175,7,312,14326.2,33587,4,6,0,60603,510,13
22,185,2,597,53591.31,58871,4,6,0,60643,761,45
131,173,0,0,190,32230,29,5,1,60654,459,12
11,181,85,580,1618.65,71018,16,7,0,60693,143,66
11,181,86,580,284,33233,0,0,0,60000,300,10
250,165,0,0,15312.5,31372,4,6,0,60643,940,12
11,171,29,785,75.6,32564,19,5,1,60803,16,12
11,181,86,171,5964.91,33717,0,0,0,60000,479,12
241,174,0,0,2478.29,33736,16,6,0,60085,140,14
184,188,0,0,8794.03,27952,3,2,5,63102,0,0
11,181,302,321,2204.84,36561,0,0,0,60000,509,12
11,171,303,76,3000,19852,13,26,5,60661,693,66
184,168,0,0,9695.21,30025,3,8,1,60609,60,12
11,161,86,434,31.31,28295,7,12,1,60628,538,10
11,181,87,600,1.71,33233,0,0,0,60000,300,10
22,175,0,642,5532.25,44009,4,6,1,60608,796,25
22,184,100,591,944.87,33697,16,6,0,60660,65,14
22,175,5,275,13884.55,33731,4,6,0,60647,936,12
22,185,7,623,965.43,58803,4,6,0,60640,761,45
184,168,0,0,2428.22,29859,3,12,1,60628,818,10
250,175,0,0,1728.52,34966,4,6,0,60603,996,15
11,181,86,802,9867,20417,0,0,0,60000,431,74
184,178,0,0,175233.57,29866,0,0,0,60000,82,11
250,175,0,0,60.24,44225,4,6,0,60616,53,30
22,185,1,168,2402.8,68159,4,6,0,60629,169,60
188,189,0,0,1049160.3,40651,11,1,1,60639,456,13
11,171,29,481,1031.94,19651,12,5,1,60612,930,59
22,185,3,870,31203.23,33370,4,6,0,60630,508,13
11,171,67,834,19576.84,29859,3,12,1,60628,818,10
11,161,85,83,36977.31,25098,2,26,5,60680,996,89
11,181,27,551,4080.54,32909,12,5,1,60004,438,12
250,175,0,0,3016.89,31159,4,6,0,60657,936,12
11,171,86,514,77.58,32528,17,12,1,60696,654,12
184,178,0,0,2791.82,26957,3,2,3,60606,482,94
11,171,28,784,30091.62,24031,10,5,1,60005,610,86
11,171,91,378,20400,52021,0,0,0,60000,128,61
11,171,20,215,1981.62,28295,7,12,1,60628,538,10
11,171,88,405,1299,28996,7,3,1,16803,260,11
11,171,28,333,9092.42,24034,10,5,1,60185,610,86
11,171,20,428,108369.9,12687,12,5,1,60616,767,37
254,165,0,0,1902.68,30858,9,6,3,60622,115,91
184,178,0,0,11236.27,14608,3,2,3,60601,646,56
22,174,100,959,11099.36,31643,16,6,0,60613,975,12
188,179,0,0,104215.61,24393,11,2,2,60611,7,90
11,181,85,106,233.03,33233,0,0,0,60000,300,10
188,189,0,0,23351.91,26901,3,12,1,60455,208,92
11,181,28,375,840.08,33469,12,12,1,60609,826,12
159,186,0,0,10617.66,20293,0,0,0,60000,285,62
11,171,89,880,255.13,26588,24,5,1,60642,590,85
22,175,5,250,7367.76,33342,4,6,0,60602,509,13
11,171,91,726,390.36,38921,11,12,1,60000,948,12
11,171,300,183,772.86,24027,10,5,1,60609,610,86
11,171,41,639,44.66,33233,0,0,0,60000,300,10
11,181,28,447,1774.78,20335,10,16,1,60534,645,66
11,181,43,149,311.34,33233,0,0,0,60000,300,10
184,188,0,0,185651.11,30017,3,1,1,60609,60,12
11,161,18,345,181.5,29709,12,5,1,60176,822,11
11,171,94,155,7041.7,28245,11,12,1,60618,552,10
250,175,0,0,4527.35,31300,4,6,0,60628,940,12
250,175,0,0,195529.09,28488,4,6,0,60622,850,11
11,181,87,561,18,33233,0,0,0,60000,300,10
254,175,0,0,2226.81,50227,9,6,3,60638,114,91
11,171,70,130,313.92,29859,3,12,1,60628,818,10
22,175,400,613,1860.77,50228,9,6,3,60641,114,91
11,171,302,604,101709.46,25098,2,26,5,60680,996,89
131,183,0,0,150,30298,0,0,0,60000,834,11
22,174,101,676,1790.93,33748,0,6,0,60622,146,14
11,171,28,165,1893.68,32463,12,5,1,60090,693,12
11,171,301,413,765.84,15451,3,12,0,60803,958,39
11,181,28,530,492.4,33469,12,12,1,60609,826,12
241,174,0,0,3460.9,33547,16,6,0,60616,789,13
11,171,16,324,4007.34,31001,11,12,1,60609,681,11
250,175,0,0,6058.38,43648,4,6,0,60640,53,30
22,185,8,380,6239.1,67629,4,6,0,60661,169,60
11,171,388,684,594.99,22875,2,26,5,60616,975,79
11,161,18,840,2924.9,33233,0,0,0,60000,300,10
22,185,0,692,84049.4,58908,4,6,0,60622,761,45
22,185,6,640,11812.11,31999,4,6,0,60612,59,13
11,181,86,415,420.5,32528,17,12,1,60696,654,12
22,175,3,239,41383.16,58880,4,6,0,60608,626,46
11,181,28,893,8478.91,19755,12,12,1,60609,123,71
184,188,0,0,51934.13,29937,3,1,1,60106,59,12
22,185,0,937,6424.77,32925,4,6,0,60612,59,13
11,181,301,817,12804.45,29125,2,26,3,60631,6,11
11,181,28,748,62962.03,18085,10,16,1,33178,138,61
154,185,0,0,5527,46305,9,40,1,60501,476,13
241,164,0,0,12819.33,31955,16,6,0,60601,55,13
11,171,88,376,9207.85,33717,0,0,0,60000,479,12
111,810,0,0,15295.6,24512,11,12,1,60120,472,84
11,171,30,625,15519.44,18086,10,16,1,33178,507,65
167,177,0,0,26150,34450,1,23,2,60651,245,13
250,175,0,0,3306.73,31293,4,6,0,60660,940,12
11,161,18,697,1268.71,32909,12,5,1,60004,438,12
250,165,0,0,17477.57,33363,4,6,0,60608,508,13
22,185,0,427,195961.98,33343,4,6,0,60616,508,13
185,149,0,0,735.21,20293,0,0,0,60000,285,62
11,181,301,547,297.15,15451,3,12,0,60803,958,39
11,181,85,475,16.5,33233,0,0,0,60000,300,10
11,171,390,83,1903248.67,25743,0,0,0,60000,254,92
11,171,20,788,303205.99,28951,7,5,1,60609,821,10
11,181,86,303,1050,20417,0,0,0,60000,431,74
11,171,20,554,3264,19651,12,5,1,60612,930,59
11,171,28,487,822.07,48819,12,5,1,60477,85,13
11,171,21,63,2505.6,29107,11,12,1,60604,75,11
123,172,0,0,3000,60307,6,7,0,60647,962,48
250,175,0,0,4560.34,55613,4,6,0,60618,53,30
11,181,42,737,1443.6,30586,14,12,1,60477,994,11
22,185,3,542,2505.63,67710,4,6,0,60657,169,60
11,171,90,310,14500,3718,23,7,0,60605,736,17
11,171,302,987,21482.73,26645,2,26,5,60622,803,98
11,171,300,547,28552.42,28364,12,5,3,60678,380,10
22,184,100,398,1487.01,50512,16,6,0,60643,362,34
22,185,3,590,3869.65,68319,4,6,0,60660,781,60
11,181,28,870,2582.99,20414,10,16,1,60636,645,66
188,179,0,0,368.7,19393,15,41,3,60197,798,37
11,171,15,25,162.23,33233,0,0,0,60000,300,10
11,171,25,266,32.71,33233,0,0,0,60000,300,10
106,171,0,0,6577.82,19393,15,41,3,60197,798,37
11,171,90,255,6966,47811,0,0,0,60000,764,13
22,185,6,476,10294.83,31999,4,6,0,60612,59,13
22,175,3,996,5414.11,43876,4,6,0,60626,913,30
11,171,89,222,3119.75,58166,16,7,0,60693,77,46
11,161,26,997,288.09,33233,0,0,0,60000,300,10
250,175,0,0,16150.59,33345,4,6,0,60626,508,13
131,173,0,0,836.85,30295,0,0,0,60000,834,11
11,181,87,312,131.07,31001,11,12,1,60609,681,11
22,185,2,932,4468.56,67509,4,6,0,60623,857,59
11,171,28,692,1795.08,28629,2,3,1,60630,175,11
241,174,0,0,83266.82,53085,16,6,0,60602,256,38
11,171,89,65,2646,30986,17,12,1,60177,444,12
250,175,0,0,15646.94,32007,4,6,0,60651,59,13
154,175,0,0,7267,46305,9,40,1,60501,476,13
11,171,90,657,759.63,33233,0,0,0,60000,300,10
22,185,3,697,4567.25,33992,4,6,0,60647,582,14
11,171,29,128,200,31001,11,12,1,60609,681,11
11,171,68,808,1074,28296,7,12,1,11747,538,10
106,171,0,0,110.9,19393,15,41,3,60197,798,37
11,171,17,211,4181.28,28296,7,12,1,11747,538,10
11,171,29,187,273.81,32556,3,5,1,60203,16,12
22,187,0,245,5066.19,51132,27,6,3,60639,171,12
250,175,0,0,530.63,48790,4,6,0,60603,509,13
188,179,0,0,14927.97,29482,11,2,5,60674,535,11
270,177,0,0,8780.59,51118,27,6,3,60615,171,12
106,171,0,0,2033.96,19393,15,41,3,60197,798,37
22,177,0,378,4431.5,51175,27,6,3,60643,171,12
11,181,17,814,309.35,75071,11,5,1,60101,565,21
22,184,800,37,13175,50111,36,6,0,60646,610,33
184,188,0,0,922.79,22216,1,5,1,60461,622,76
11,171,19,870,260.1,24932,3,5,1,60101,364,73
11,181,86,711,146.95,51904,0,0,0,60000,508,10
22,175,1,108,56517.89,33373,4,6,0,60603,508,13
11,171,17,60,1500,24512,11,12,1,60120,472,84
11,181,85,934,543.41,22436,14,12,1,60604,666,86
11,181,87,961,9.49,33233,0,0,0,60000,300,10
22,175,2,545,650,49727,4,6,0,60620,915,30
250,175,0,0,1872.53,33027,4,6,0,60661,955,12
11,181,42,72,111.38,28295,7,12,1,60628,538,10
11,171,300,924,2256.03,23883,2,26,5,60606,938,79
11,171,18,639,62922,14375,18,7,0,60604,545,55
250,175,0,0,137585.12,55864,4,6,0,60000,430,42
250,175,0,0,3151.57,31417,4,6,0,60657,946,12
11,171,16,614,54689.85,12203,7,5,1,60608,599,45
11,171,31,833,1324.88,24027,10,5,1,60609,610,86
185,179,0,0,277.71,19393,15,41,3,60197,798,37
22,185,6,336,8624.25,67733,4,6,0,60624,169,60
131,173,0,0,140,30525,0,0,0,60000,834,11
11,181,42,746,5594.4,66942,2,3,1,60622,591,13
11,171,42,759,215,26313,7,5,1,60411,740,97
188,179,0,0,2076900.48,27207,11,2,5,60611,254,10
11,171,15,997,28206.64,29687,0,0,0,60000,942,39
11,171,92,526,8596.8,46807,12,12,1,60007,447,13
22,185,4,321,-426.92,55611,4,6,0,60640,53,30
241,174,0,0,16026.6,31672,16,6,0,60607,985,12
11,171,31,524,6425,24518,10,5,1,60609,126,81
11,181,41,389,5385,47811,0,0,0,60000,764,13
131,173,0,0,1900,32230,29,5,1,60654,459,12
11,171,17,758,85.88,33233,0,0,0,60000,300,10
11,171,93,164,1457.5,24835,2,5,1,46406,957,79
250,165,0,0,16242.73,31246,4,6,0,60606,938,12
254,175,0,0,3128.02,50332,9,6,3,60653,496,11
11,181,42,741,9265,24835,2,5,1,46406,957,79
11,181,16,976,1568.64,23568,17,12,1,60628,566,75
22,185,7,923,13299.21,58804,4,6,0,60608,761,45
11,181,29,909,5520.4,24027,10,5,1,60609,610,86
241,174,0,0,2196,33756,16,6,0,60617,151,14
22,185,8,37,20930.26,58869,4,6,0,60624,761,45
11,171,42,976,198.37,33233,0,0,0,60000,300,10
11,171,301,996,28085.75,28629,2,3,1,60630,175,11
11,171,28,939,441.38,29709,12,5,1,60176,822,11
22,175,6,667,1066.66,33358,4,6,0,60625,508,13
11,171,389,601,1021.14,25098,2,26,5,60680,996,89
11,171,31,892,297.81,24027,10,5,1,60609,610,86
11,181,41,732,16.12,26588,24,5,1,60642,590,85
184,178,0,0,378.65,14623,3,2,3,60606,646,56
11,171,303,547,66240,61709,2,22,1,60604,175,34
11,171,28,972,363.85,33461,12,5,1,60614,447,12
22,185,9,289,1667.88,59003,4,6,0,60647,869,46
22,175,5,374,15841.19,31467,4,6,0,60626,739,12
22,175,1,479,13855.37,58621,4,6,0,60612,761,45
131,173,0,0,299.75,30295,0,0,0,60000,834,11
11,171,31,84,28820,26235,10,16,1,60106,848,98
11,181,301,782,8817.61,42317,2,3,1,60612,283,13
22,185,6,702,30751.35,58904,4,6,0,60653,761,45
11,171,30,131,2689.6,30604,12,5,1,60007,415,12
11,171,389,225,376.84,40336,19,12,1,60477,312,13
241,164,0,0,12385.43,32889,0,6,0,60614,345,13
11,171,302,424,6435.71,30144,2,26,6,32091,311,12
250,165,0,0,181.91,31273,4,6,1,60602,937,12
11,161,24,990,5.02,33233,0,0,0,60000,300,10
11,181,301,293,120437.82,32379,2,7,0,60638,177,13
184,178,0,0,17364.11,29742,3,15,1,60656,935,11
11,161,95,281,216221.64,3718,23,7,0,60605,736,17
11,171,31,663,16561.21,24040,10,5,1,60612,610,86
254,175,0,0,3229.98,50236,9,6,3,60608,115,91
11,171,85,729,3.19,33233,0,0,0,60000,300,10
250,175,0,0,4523.29,31303,4,6,0,60640,940,12
241,174,0,0,9684.18,31705,16,6,0,60640,990,12
138,174,0,0,2261.37,29555,12,2,2,60606,56,11
22,175,4,401,6285.17,58901,4,6,0,60619,761,45
11,181,87,435,387.39,70071,14,12,1,60694,167,39
11,171,90,185,84506.8,15257,10,16,1,60137,660,56
11,181,1,75,91510.79,33717,0,0,0,60000,479,12
11,171,86,905,81.25,30299,0,0,0,60000,834,11
11,181,28,513,1233.99,26775,12,5,1,60155,581,10
11,161,19,600,934302.74,6078,18,7,0,60602,600,26
11,171,27,716,1121.23,31001,11,12,1,60609,681,11
106,181,0,0,146.92,19393,15,41,3,60197,798,37
11,181,87,608,5.97,33233,0,0,0,60000,300,10
22,174,101,100,2077.06,33694,0,6,0,60610,65,14
11,181,300,259,1188,28453,2,7,0,75261,865,11
11,171,301,626,16540,35679,2,22,1,60617,145,13
250,175,0,0,3788.41,44021,4,6,1,60643,796,25
11,171,40,77,14394.24,32983,11,12,1,60604,671,12
11,181,2,112,63540.12,19938,11,5,1,60608,459,64
11,171,30,391,2199.09,32564,19,5,1,60803,16,12
185,179,0,0,46453.04,18654,3,2,5,75373,339,63
250,175,0,0,4101.82,49425,4,6,0,60606,729,12
22,174,102,877,371.64,33547,16,6,0,60616,789,13
250,175,0,0,6618.6,52589,4,6,0,60612,174,13
184,168,0,0,35750.36,28087,3,2,3,60606,192,81
22,174,100,249,10703.64,32417,0,6,0,60612,186,13
11,161,92,14,82.41,33233,0,0,0,60000,300,10
11,181,27,890,300,33772,12,5,1,60078,910,12
250,145,0,0,58683.09,28656,4,6,3,60602,960,11
184,168,0,0,62617.36,14602,3,2,3,60689,646,56
185,179,0,0,285.55,1416,2,2,0,60601,0,0
11,161,85,985,52.95,33233,0,0,0,60000,300,10
241,164,0,0,2311.67,33700,0,6,0,60624,66,14
11,171,27,326,49587.14,18086,10,16,1,33178,507,65
11,171,71,189,41995.96,3718,23,7,0,60605,736,17
11,181,15,830,73972.4,64477,9,7,0,60607,801,54
188,179,0,0,134.05,24363,11,2,2,60601,7,90
254,175,0,0,1863.6,50247,9,6,3,60607,115,91
270,167,0,0,3906.45,31784,27,6,3,60603,171,12
11,161,18,587,4944,21085,14,12,1,60069,76,40
22,185,3,716,1465.69,68330,4,6,0,60602,781,60
11,171,389,534,99512.65,25098,2,26,5,60680,996,89
184,178,0,0,24420.77,36370,3,2,3,52761,482,94
22,175,4,74,72841.77,58921,4,6,0,60612,761,45
11,161,18,537,855.63,21860,10,16,1,60638,645,66
11,171,90,928,25400.2,26835,0,0,0,60000,387,10
11,181,86,509,2730,20417,0,0,0,60000,431,74
188,189,0,0,170765.87,41200,11,1,1,60656,810,13
11,171,28,112,1903.81,21974,10,16,1,60641,645,66
167,187,0,0,16920.2,29562,1,2,2,60603,160,11
184,188,0,0,17907.25,29720,3,2,2,60143,283,11
250,175,0,0,38786.68,33373,4,6,0,60603,508,13
250,175,0,0,3316.49,43675,4,6,1,60626,55,30
11,181,85,754,197.83,33233,0,0,0,60000,300,10
11,181,28,198,90.38,30871,11,12,1,60639,882,11
22,184,101,419,22470.4,31792,16,6,0,60604,3,13
250,175,0,0,13367.64,31467,4,6,0,60626,739,12
270,177,0,0,2692.3,51177,27,6,3,60622,171,12
11,181,0,787,259.26,41708,12,12,1,60638,946,12
188,189,0,0,278391.7,33418,11,1,1,60609,46,13
11,171,22,335,20640,29647,11,12,1,60693,981,10
11,161,18,607,1901.4,25325,12,5,1,60608,418,84
11,171,303,510,24902.33,26637,2,26,5,60661,803,98
11,181,27,311,70861.05,18086,10,16,1,33178,507,65
11,181,86,413,496.74,33233,0,0,0,60000,300,10
11,171,90,122,54,33233,0,0,0,60000,300,10
11,171,90,385,3803.76,32528,17,12,1,60696,654,12
22,175,1,644,2667.6,44211,4,6,0,60608,53,30
11,171,19,767,4664.62,28296,7,12,1,11747,538,10
167,177,0,0,14350,57602,1,23,2,60655,245,13
